epoch,lr-AdamW,step,test/auc,test/cold_auc,test/cold_hr@10,test/cold_hr@100,test/cold_hr@200,test/cold_hr@50,test/cold_mrr,test/cold_mrr_corrected,test/cold_ndcg@10,test/cold_ndcg@100,test/cold_ndcg@200,test/cold_ndcg@50,test/few_hr@10,test/few_hr@100,test/few_hr@200,test/few_hr@50,test/few_ndcg@10,test/few_ndcg@100,test/few_ndcg@200,test/few_ndcg@50,test/hr@10,test/hr@100,test/hr@200,test/hr@50,test/mrr,test/mrr_corrected,test/ndcg@10,test/ndcg@100,test/ndcg@200,test/ndcg@50,test/warm_auc,test/warm_hr@10,test/warm_hr@100,test/warm_hr@200,test/warm_hr@50,test/warm_mrr,test/warm_mrr_corrected,test/warm_ndcg@10,test/warm_ndcg@100,test/warm_ndcg@200,test/warm_ndcg@50,test/zero_hr@10,test/zero_hr@100,test/zero_hr@200,test/zero_hr@50,test/zero_ndcg@10,test/zero_ndcg@100,test/zero_ndcg@200,test/zero_ndcg@50,train/loss_epoch,train/loss_step,val/auc,val/cold_auc,val/cold_hr@10,val/cold_hr@100,val/cold_hr@200,val/cold_hr@50,val/cold_mrr,val/cold_mrr_corrected,val/cold_ndcg@10,val/cold_ndcg@100,val/cold_ndcg@200,val/cold_ndcg@50,val/few_hr@10,val/few_hr@100,val/few_hr@200,val/few_hr@50,val/few_ndcg@10,val/few_ndcg@100,val/few_ndcg@200,val/few_ndcg@50,val/hr@10,val/hr@100,val/hr@200,val/hr@50,val/mrr,val/mrr_corrected,val/ndcg@10,val/ndcg@100,val/ndcg@200,val/ndcg@50,val/warm_auc,val/warm_hr@10,val/warm_hr@100,val/warm_hr@200,val/warm_hr@50,val/warm_mrr,val/warm_mrr_corrected,val/warm_ndcg@10,val/warm_ndcg@100,val/warm_ndcg@200,val/warm_ndcg@50,val/zero_hr@10,val/zero_hr@100,val/zero_hr@200,val/zero_hr@50,val/zero_ndcg@10,val/zero_ndcg@100,val/zero_ndcg@200,val/zero_ndcg@50
0,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7822474241256714,0.32597315311431885,0.00917431153357029,0.01651376113295555,0.022018348798155785,0.011009174399077892,0.0102747967466712,0.005409216973930597,0.006225301418453455,0.0075289527885615826,0.008304190821945667,0.006649848539382219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029801325872540474,0.20629139244556427,0.3178808093070984,0.12516556680202484,0.01493021473288536,0.01153658702969551,0.011136054061353207,0.044385358691215515,0.05993632599711418,0.03128654509782791,0.8275011777877808,0.03184713423252106,0.22511373460292816,0.34722474217414856,0.1364877074956894,0.015391943976283073,0.012144305743277073,0.011623107828199863,0.048040810972452164,0.06505724787712097,0.03373003751039505,0.009140768088400364,0.01645338162779808,0.021937843412160873,0.010968921706080437,0.00620254036039114,0.007501424755901098,0.008273829706013203,0.00662553496658802
0,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.020025253295898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.001,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.107969760894775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8195186257362366,0.31042587757110596,0.00917431153357029,0.01651376113295555,0.020183486863970757,0.012844037264585495,0.008088894188404083,0.0032141844276338816,0.004539952147752047,0.005801928695291281,0.006285350304096937,0.00521997082978487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07533112913370132,0.32466888427734375,0.43576160073280334,0.22251656651496887,0.0364123173058033,0.03360515832901001,0.036508575081825256,0.08483793586492538,0.10036059468984604,0.06833696365356445,0.8700109124183655,0.08189262449741364,0.35523203015327454,0.4769790768623352,0.24331209063529968,0.03922146186232567,0.03661936894059181,0.03967925161123276,0.0926768109202385,0.1096910834312439,0.07459697872400284,0.009140768088400364,0.01645338162779808,0.020109690725803375,0.01279707532376051,0.0045233522541821,0.005780715029686689,0.006262369453907013,0.005200884770601988
1,,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.826294422149658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.001,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.437608003616333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8452515006065369,0.3177613317966461,0.0036697247996926308,0.011009174399077892,0.014678899198770523,0.0073394495993852615,0.005900348071008921,0.00099825335200876,0.00134258100297302,0.0028728165198117495,0.003395731095224619,0.002249519107863307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13278146088123322,0.4193708598613739,0.5395695567131042,0.3135761618614197,0.060029447078704834,0.05773875489830971,0.06713549047708511,0.1234445869922638,0.14025497436523438,0.10627403110265732,0.8975684642791748,0.14558689296245575,0.45987260341644287,0.5916287302970886,0.3439490497112274,0.06539802998304367,0.06336633116006851,0.07366090267896652,0.13540303707122803,0.15382879972457886,0.11659129709005356,0.0036563072353601456,0.010968921706080437,0.014625228941440582,0.007312614470720291,0.0013376721180975437,0.0028623128309845924,0.0033833154011517763,0.0022412941325455904
2,,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.374436378479004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.001,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.082540988922119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8603671193122864,0.3215598165988922,0.0018348623998463154,0.011009174399077892,0.01651376113295555,0.0073394495993852615,0.0054655722342431545,0.0005726056988351047,0.0006116208387538791,0.0023661896120756865,0.0031143384985625744,0.00178063556086272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1620860993862152,0.4771523177623749,0.5910596251487732,0.36672186851501465,0.07731705158948898,0.075282521545887,0.0863102525472641,0.14924673736095428,0.1651621162891388,0.1313714236021042,0.9138065576553345,0.177979975938797,0.5233848690986633,0.648043692111969,0.4023657739162445,0.0844433605670929,0.08269233256578445,0.09480993449687958,0.1638144850730896,0.1812341958284378,0.1442243754863739,0.0018281536176800728,0.010968921706080437,0.01645338162779808,0.007312614470720291,0.0006093845586292446,0.0023575383238494396,0.003102951915934682,0.0017741250339895487
3,,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.033965826034546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.001,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8673791885375977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8681724667549133,0.3220374584197998,0.0018348623998463154,0.0073394495993852615,0.014678899198770523,0.005504587199538946,0.005551372189074755,0.0006492773536592722,0.0007098217029124498,0.0018517774296924472,0.002896491438150406,0.0015698290662840009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18543046712875366,0.5089403986930847,0.6198675632476807,0.40182119607925415,0.0889095589518547,0.08701834827661514,0.10032383352518082,0.1652517318725586,0.18074215948581696,0.14788022637367249,0.9223386645317078,0.2036396712064743,0.5586897134780884,0.6798908114433289,0.44112828373908997,0.09717711806297302,0.09558452665805817,0.11020365357398987,0.18145792186260223,0.19838109612464905,0.16239143908023834,0.0018281536176800728,0.007312614470720291,0.014625228941440582,0.005484460853040218,0.0007072263979353011,0.0018450068309903145,0.002885900903493166,0.0015640893252566457
4,,239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.834735870361328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.001,249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.816755771636963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8724206686019897,0.3250000774860382,0.0018348623998463154,0.0073394495993852615,0.012844037264585495,0.005504587199538946,0.005369039252400398,0.00045781582593917847,0.0005788346752524376,0.001690342673100531,0.0024282007943838835,0.0013966674450784922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20082782208919525,0.5326159000396729,0.6377483606338501,0.42682120203971863,0.09445694833993912,0.09265470504760742,0.10785175114870071,0.17483298480510712,0.18953169882297516,0.15765778720378876,0.9267144203186035,0.22056414186954498,0.584713339805603,0.6997269988059998,0.4686078131198883,0.10329277813434601,0.1017988845705986,0.11849121004343033,0.1920054703950882,0.20808884501457214,0.17315591871738434,0.0018281536176800728,0.007312614470720291,0.01279707532376051,0.005484460853040218,0.0005767182447016239,0.001684162300080061,0.002419322496280074,0.0013915607705712318
5,,287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7236766815185547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.001,299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6314969062805176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8755633234977722,0.3273039758205414,0.0,0.0073394495993852615,0.014678899198770523,0.005504587199538946,0.0052711861208081245,0.0003690912271849811,0.0,0.0015609186375513673,0.002557917730882764,0.001270680921152234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2067880779504776,0.5442053079605103,0.6475165486335754,0.4341059625148773,0.0994245633482933,0.09767090529203415,0.11303097009658813,0.18095804750919342,0.19538284838199615,0.16305163502693176,0.9299402236938477,0.22729754447937012,0.5974522233009338,0.7102820873260498,0.4766151010990143,0.10876279324293137,0.10732140392065048,0.12424149364233017,0.19875085353851318,0.21450741589069366,0.1790972203016281,0.0,0.007312614470720291,0.014625228941440582,0.005484460853040218,0.0,0.0015552114928141236,0.002548564923927188,0.001266034902073443
6,,335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.649702548980713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.001,349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
